Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TyreLife,TrackStatus
0 days 02:28:53.149000,SAI,0 days 00:01:15.077000,64,4,,,SOFT,10,1
0 days 02:30:08.165000,SAI,0 days 00:01:15.016000,65,4,,,SOFT,11,1
0 days 02:31:23.501000,SAI,0 days 00:01:15.336000,66,4,,,SOFT,12,1
0 days 02:32:38.933000,SAI,0 days 00:01:15.432000,67,4,,,SOFT,13,1
0 days 02:33:54.582000,SAI,0 days 00:01:15.649000,68,4,,,SOFT,14,1
0 days 02:35:09.958000,SAI,0 days 00:01:15.376000,69,4,,,SOFT,15,1
0 days 02:36:25.604000,SAI,0 days 00:01:15.646000,70,4,,,SOFT,16,1
0 days 02:37:40.785000,SAI,0 days 00:01:15.181000,71,4,,,SOFT,17,1
0 days 02:38:55.621000,SAI,0 days 00:01:14.836000,72,4,,,SOFT,18,1
0 days 01:03:27.500000,LAT,0 days 00:01:30.568000,1,1,0 days 00:22:59.297000,,SOFT,1,1
0 days 01:04:47.682000,LAT,0 days 00:01:20.182000,2,1,,,SOFT,2,2
0 days 01:06:06.712000,LAT,0 days 00:01:19.030000,3,1,,,SOFT,3,1
0 days 01:07:25.393000,LAT,0 days 00:01:18.681000,4,1,,,SOFT,4,2
0 days 01:08:43.884000,LAT,0 days 00:01:18.491000,5,1,,,SOFT,5,1
0 days 01:10:02.593000,LAT,0 days 00:01:18.709000,6,1,,,SOFT,6,1
0 days 01:11:21.369000,LAT,0 days 00:01:18.776000,7,1,,,SOFT,7,1
0 days 01:12:40.360000,LAT,0 days 00:01:18.991000,8,1,,,SOFT,8,1
0 days 01:13:59.421000,LAT,0 days 00:01:19.061000,9,1,,,SOFT,9,1
0 days 01:15:18.668000,LAT,0 days 00:01:19.247000,10,1,,,SOFT,10,1
0 days 01:16:39.281000,LAT,0 days 00:01:20.613000,11,1,,,SOFT,11,1
0 days 01:17:58.598000,LAT,0 days 00:01:19.317000,12,1,,,SOFT,12,1
0 days 01:19:20.796000,LAT,0 days 00:01:22.198000,13,1,,0 days 01:19:19.219000,SOFT,13,1
0 days 01:20:58.166000,LAT,0 days 00:01:37.370000,14,2,0 days 01:19:39.537000,,MEDIUM,1,1
0 days 01:22:16.145000,LAT,0 days 00:01:17.979000,15,2,,,MEDIUM,2,1
0 days 01:23:34.339000,LAT,0 days 00:01:18.194000,16,2,,,MEDIUM,3,1
0 days 01:24:52.886000,LAT,0 days 00:01:18.547000,17,2,,,MEDIUM,4,1
0 days 01:26:11.417000,LAT,0 days 00:01:18.531000,18,2,,,MEDIUM,5,1
0 days 01:27:29.844000,LAT,0 days 00:01:18.427000,19,2,,,MEDIUM,6,1
0 days 01:28:48.396000,LAT,0 days 00:01:18.552000,20,2,,,MEDIUM,7,1
0 days 01:30:06.807000,LAT,0 days 00:01:18.411000,21,2,,,MEDIUM,8,1
0 days 01:31:25.565000,LAT,0 days 00:01:18.758000,22,2,,,MEDIUM,9,1
0 days 01:32:44.027000,LAT,0 days 00:01:18.462000,23,2,,,MEDIUM,10,1
0 days 01:34:02.358000,LAT,0 days 00:01:18.331000,24,2,,,MEDIUM,11,1
0 days 01:35:20.524000,LAT,0 days 00:01:18.166000,25,2,,,MEDIUM,12,1
0 days 01:36:41.474000,LAT,0 days 00:01:20.950000,26,2,,0 days 01:36:39.960000,MEDIUM,13,1
0 days 01:38:21.023000,LAT,0 days 00:01:39.549000,27,3,0 days 01:37:00.650000,,HARD,1,1
0 days 01:39:38.729000,LAT,0 days 00:01:17.706000,28,3,,,HARD,2,1
0 days 01:40:56.301000,LAT,0 days 00:01:17.572000,29,3,,,HARD,3,1
0 days 01:42:13.609000,LAT,0 days 00:01:17.308000,30,3,,,HARD,4,1
0 days 01:43:32.591000,LAT,0 days 00:01:18.982000,31,3,,,HARD,5,1
0 days 01:44:50.369000,LAT,0 days 00:01:17.778000,32,3,,,HARD,6,1
0 days 01:46:07.940000,LAT,0 days 00:01:17.571000,33,3,,,HARD,7,1
0 days 01:47:25.547000,LAT,0 days 00:01:17.607000,34,3,,,HARD,8,1
0 days 01:48:45.325000,LAT,0 days 00:01:19.778000,35,3,,,HARD,9,1
0 days 01:50:05.046000,LAT,0 days 00:01:19.721000,36,3,,,HARD,10,1
0 days 01:51:26.064000,LAT,0 days 00:01:21.018000,37,3,,,HARD,11,1
0 days 01:52:46.426000,LAT,0 days 00:01:20.362000,38,3,,,HARD,12,1
0 days 01:54:04.174000,LAT,0 days 00:01:17.748000,39,3,,,HARD,13,1
0 days 01:55:24.184000,LAT,0 days 00:01:20.010000,40,3,,,HARD,14,1
0 days 01:56:41.943000,LAT,0 days 00:01:17.759000,41,3,,,HARD,15,1
0 days 01:57:59.564000,LAT,0 days 00:01:17.621000,42,3,,,HARD,16,1
0 days 01:59:19.043000,LAT,0 days 00:01:19.479000,43,3,,,HARD,17,2
0 days 02:00:38.404000,LAT,0 days 00:01:19.361000,44,3,,,HARD,18,1
0 days 02:01:56.233000,LAT,0 days 00:01:17.829000,45,3,,,HARD,19,1
0 days 02:03:31.347000,LAT,0 days 00:01:35.114000,46,3,,,HARD,20,26
0 days 02:05:19.309000,LAT,0 days 00:01:47.962000,47,3,,,HARD,21,6
0 days 02:06:50.462000,LAT,0 days 00:01:31.153000,48,3,,,HARD,22,67
0 days 02:08:08.660000,LAT,0 days 00:01:18.198000,49,3,,,HARD,23,1
0 days 02:09:25.977000,LAT,0 days 00:01:17.317000,50,3,,,HARD,24,1
0 days 02:10:43.049000,LAT,0 days 00:01:17.072000,51,3,,,HARD,25,1
0 days 02:12:00.365000,LAT,0 days 00:01:17.316000,52,3,,,HARD,26,1
0 days 02:13:17.595000,LAT,0 days 00:01:17.230000,53,3,,,HARD,27,2
0 days 02:14:46.329000,LAT,0 days 00:01:28.734000,54,3,,0 days 02:14:44.796000,HARD,28,24
0 days 02:17:22.117000,LAT,0 days 00:02:35.788000,55,4,0 days 02:15:04.893000,0 days 02:17:20.486000,SOFT,1,4
0 days 02:19:40.931000,LAT,0 days 00:02:18.814000,56,5,0 days 02:17:34.743000,,SOFT,2,4
0 days 02:21:11.828000,LAT,0 days 00:01:30.897000,57,5,,,SOFT,3,4
0 days 02:22:30.067000,LAT,0 days 00:01:18.239000,58,5,,,SOFT,4,4
0 days 02:23:55.912000,LAT,0 days 00:01:25.845000,59,5,,,SOFT,5,4
0 days 02:25:17.344000,LAT,0 days 00:01:21.432000,60,5,,,SOFT,6,1
0 days 02:26:35.800000,LAT,0 days 00:01:18.456000,61,5,,,SOFT,7,1
0 days 02:27:51.866000,LAT,0 days 00:01:16.066000,62,5,,,SOFT,8,1
0 days 02:29:08.077000,LAT,0 days 00:01:16.211000,63,5,,,SOFT,9,1
0 days 02:30:24.460000,LAT,0 days 00:01:16.383000,64,5,,,SOFT,10,1
0 days 02:31:40.887000,LAT,0 days 00:01:16.427000,65,5,,,SOFT,11,1
0 days 02:32:57.221000,LAT,0 days 00:01:16.334000,66,5,,,SOFT,12,1
0 days 02:34:13.863000,LAT,0 days 00:01:16.642000,67,5,,,SOFT,13,1
0 days 02:35:30.355000,LAT,0 days 00:01:16.492000,68,5,,,SOFT,14,1
0 days 02:36:47.096000,LAT,0 days 00:01:16.741000,69,5,,,SOFT,15,1
0 days 02:38:04.193000,LAT,0 days 00:01:17.097000,70,5,,,SOFT,16,1
0 days 02:39:21.821000,LAT,0 days 00:01:17.628000,71,5,,,SOFT,17,1
0 days 01:03:21.880000,RUS,0 days 00:01:24.948000,1,1,0 days 00:23:51.432000,,MEDIUM,1,1
0 days 01:04:39.811000,RUS,0 days 00:01:17.931000,2,1,,,MEDIUM,2,2
0 days 01:05:57.018000,RUS,0 days 00:01:17.207000,3,1,,,MEDIUM,3,1
0 days 01:07:13.794000,RUS,0 days 00:01:16.776000,4,1,,,MEDIUM,4,2
0 days 01:08:30.447000,RUS,0 days 00:01:16.653000,5,1,,,MEDIUM,5,1
0 days 01:09:47.025000,RUS,0 days 00:01:16.578000,6,1,,,MEDIUM,6,1
0 days 01:11:03.803000,RUS,0 days 00:01:16.778000,7,1,,,MEDIUM,7,1
0 days 01:12:20.905000,RUS,0 days 00:01:17.102000,8,1,,,MEDIUM,8,1
0 days 01:13:38.081000,RUS,0 days 00:01:17.176000,9,1,,,MEDIUM,9,1
0 days 01:14:55.187000,RUS,0 days 00:01:17.106000,10,1,,,MEDIUM,10,1
0 days 01:16:12.415000,RUS,0 days 00:01:17.228000,11,1,,,MEDIUM,11,1
0 days 01:17:30.139000,RUS,0 days 00:01:17.724000,12,1,,,MEDIUM,12,1
0 days 01:18:47.078000,RUS,0 days 00:01:16.939000,13,1,,,MEDIUM,13,1
0 days 01:20:04.356000,RUS,0 days 00:01:17.278000,14,1,,,MEDIUM,14,1
0 days 01:21:21.241000,RUS,0 days 00:01:16.885000,15,1,,,MEDIUM,15,1
0 days 01:22:38.189000,RUS,0 days 00:01:16.948000,16,1,,,MEDIUM,16,1
0 days 01:23:55.198000,RUS,0 days 00:01:17.009000,17,1,,,MEDIUM,17,1
0 days 01:25:12.142000,RUS,0 days 00:01:16.944000,18,1,,,MEDIUM,18,1
0 days 01:26:29.187000,RUS,0 days 00:01:17.045000,19,1,,,MEDIUM,19,1
0 days 01:27:46.004000,RUS,0 days 00:01:16.817000,20,1,,,MEDIUM,20,1
0 days 01:29:02.832000,RUS,0 days 00:01:16.828000,21,1,,,MEDIUM,21,1
0 days 01:30:19.664000,RUS,0 days 00:01:16.832000,22,1,,,MEDIUM,22,1
0 days 01:31:36.457000,RUS,0 days 00:01:16.793000,23,1,,,MEDIUM,23,1
0 days 01:32:53.162000,RUS,0 days 00:01:16.705000,24,1,,,MEDIUM,24,1
0 days 01:34:09.838000,RUS,0 days 00:01:16.676000,25,1,,,MEDIUM,25,1
0 days 01:35:26.348000,RUS,0 days 00:01:16.510000,26,1,,,MEDIUM,26,1
0 days 01:36:42.962000,RUS,0 days 00:01:16.614000,27,1,,,MEDIUM,27,1
0 days 01:38:01.225000,RUS,0 days 00:01:18.263000,28,1,,,MEDIUM,28,1
0 days 01:39:18.495000,RUS,0 days 00:01:17.270000,29,1,,,MEDIUM,29,1
0 days 01:40:35.576000,RUS,0 days 00:01:17.081000,30,1,,,MEDIUM,30,1
0 days 01:41:55.366000,RUS,0 days 00:01:19.790000,31,1,,0 days 01:41:53.785000,MEDIUM,31,1
0 days 01:43:30.277000,RUS,0 days 00:01:34.911000,32,2,0 days 01:42:13.171000,,HARD,1,1
0 days 01:44:45.754000,RUS,0 days 00:01:15.477000,33,2,,,HARD,2,1
0 days 01:46:01.234000,RUS,0 days 00:01:15.480000,34,2,,,HARD,3,1
0 days 01:47:16.656000,RUS,0 days 00:01:15.422000,35,2,,,HARD,4,1
0 days 01:48:32.591000,RUS,0 days 00:01:15.935000,36,2,,,HARD,5,1
0 days 01:49:48.694000,RUS,0 days 00:01:16.103000,37,2,,,HARD,6,1
0 days 01:51:04.638000,RUS,0 days 00:01:15.944000,38,2,,,HARD,7,1
0 days 01:52:20.111000,RUS,0 days 00:01:15.473000,39,2,,,HARD,8,1
0 days 01:53:35.743000,RUS,0 days 00:01:15.632000,40,2,,,HARD,9,1
0 days 01:54:50.874000,RUS,0 days 00:01:15.131000,41,2,,,HARD,10,1
0 days 01:56:06.455000,RUS,0 days 00:01:15.581000,42,2,,,HARD,11,1
0 days 01:57:21.727000,RUS,0 days 00:01:15.272000,43,2,,,HARD,12,1
0 days 01:58:37.098000,RUS,0 days 00:01:15.371000,44,2,,,HARD,13,2
0 days 01:59:52.599000,RUS,0 days 00:01:15.501000,45,2,,,HARD,14,2
0 days 02:01:07.755000,RUS,0 days 00:01:15.156000,46,2,,,HARD,15,1
0 days 02:02:22.705000,RUS,0 days 00:01:14.950000,47,2,,,HARD,16,2
0 days 02:04:10.276000,RUS,0 days 00:01:47.571000,48,2,,0 days 02:04:08.239000,HARD,17,26
0 days 02:06:09.145000,RUS,0 days 00:01:58.869000,49,3,0 days 02:04:29.023000,,MEDIUM,1,67
0 days 02:07:26.304000,RUS,0 days 00:01:17.159000,50,3,,,MEDIUM,2,7
0 days 02:08:40.527000,RUS,0 days 00:01:14.223000,51,3,,,MEDIUM,3,1
0 days 02:09:54.853000,RUS,0 days 00:01:14.326000,52,3,,,MEDIUM,4,1
0 days 02:11:08.800000,RUS,0 days 00:01:13.947000,53,3,,,MEDIUM,5,1
0 days 02:12:22.882000,RUS,0 days 00:01:14.082000,54,3,,,MEDIUM,6,1
0 days 02:13:37.483000,RUS,0 days 00:01:14.601000,55,3,,,MEDIUM,7,2
0 days 02:15:04.632000,RUS,0 days 00:01:27.149000,56,3,,,MEDIUM,8,24
0 days 02:17:23.512000,RUS,0 days 00:02:18.880000,57,3,,0 days 02:17:21.953000,MEDIUM,9,4
0 days 02:19:45.494000,RUS,0 days 00:02:21.982000,58,4,0 days 02:17:43.282000,,SOFT,3,4
0 days 02:21:50.964000,RUS,0 days 00:02:05.470000,59,4,,,SOFT,4,4
0 days 02:23:51.872000,RUS,0 days 00:02:00.908000,60,4,,,SOFT,5,4
0 days 02:25:07.121000,RUS,0 days 00:01:15.249000,61,4,,,SOFT,6,1
0 days 02:26:21.326000,RUS,0 days 00:01:14.205000,62,4,,,SOFT,7,1
0 days 02:27:35.271000,RUS,0 days 00:01:13.945000,63,4,,,SOFT,8,1
0 days 02:28:49.281000,RUS,0 days 00:01:14.010000,64,4,,,SOFT,9,1
0 days 02:30:03.198000,RUS,0 days 00:01:13.917000,65,4,,,SOFT,10,1
0 days 02:31:17.406000,RUS,0 days 00:01:14.208000,66,4,,,SOFT,11,1
0 days 02:32:31.443000,RUS,0 days 00:01:14.037000,67,4,,,SOFT,12,1
0 days 02:33:45.637000,RUS,0 days 00:01:14.194000,68,4,,,SOFT,13,1
0 days 02:35:00.029000,RUS,0 days 00:01:14.392000,69,4,,,SOFT,14,1
0 days 02:36:14.570000,RUS,0 days 00:01:14.541000,70,4,,,SOFT,15,1
0 days 02:37:30.105000,RUS,0 days 00:01:15.535000,71,4,,,SOFT,16,1
0 days 02:38:43.776000,RUS,0 days 00:01:13.671000,72,4,,,SOFT,17,1
0 days 01:03:27.317000,BOT,0 days 00:01:30.385000,1,1,0 days 00:23:01.372000,,SOFT,1,1
0 days 01:04:46.849000,BOT,0 days 00:01:19.532000,2,1,,,SOFT,2,2
0 days 01:06:05.787000,BOT,0 days 00:01:18.938000,3,1,,,SOFT,3,1
0 days 01:07:24.085000,BOT,0 days 00:01:18.298000,4,1,,,SOFT,4,2
0 days 01:08:42.736000,BOT,0 days 00:01:18.651000,5,1,,,SOFT,5,1
0 days 01:10:00.870000,BOT,0 days 00:01:18.134000,6,1,,,SOFT,6,1
0 days 01:11:18.991000,BOT,0 days 00:01:18.121000,7,1,,,SOFT,7,1
0 days 01:12:36.880000,BOT,0 days 00:01:17.889000,8,1,,,SOFT,8,1
0 days 01:13:55.442000,BOT,0 days 00:01:18.562000,9,1,,,SOFT,9,1
0 days 01:15:13.792000,BOT,0 days 00:01:18.350000,10,1,,,SOFT,10,1
0 days 01:16:32.317000,BOT,0 days 00:01:18.525000,11,1,,,SOFT,11,1
0 days 01:17:50.392000,BOT,0 days 00:01:18.075000,12,1,,,SOFT,12,1
0 days 01:19:08.735000,BOT,0 days 00:01:18.343000,13,1,,,SOFT,13,1
0 days 01:20:27.324000,BOT,0 days 00:01:18.589000,14,1,,,SOFT,14,1
0 days 01:21:45.638000,BOT,0 days 00:01:18.314000,15,1,,,SOFT,15,1
0 days 01:23:07.093000,BOT,0 days 00:01:21.455000,16,1,,0 days 01:23:05.503000,SOFT,16,1
0 days 01:24:43.701000,BOT,0 days 00:01:36.608000,17,2,0 days 01:23:25.227000,,SOFT,1,1
0 days 01:26:01.889000,BOT,0 days 00:01:18.188000,18,2,,,SOFT,2,1
0 days 01:27:18.947000,BOT,0 days 00:01:17.058000,19,2,,,SOFT,3,1
0 days 01:28:36.203000,BOT,0 days 00:01:17.256000,20,2,,,SOFT,4,1
0 days 01:29:53.349000,BOT,0 days 00:01:17.146000,21,2,,,SOFT,5,1
0 days 01:31:10.485000,BOT,0 days 00:01:17.136000,22,2,,,SOFT,6,1
0 days 01:32:27.648000,BOT,0 days 00:01:17.163000,23,2,,,SOFT,7,1
0 days 01:33:44.746000,BOT,0 days 00:01:17.098000,24,2,,,SOFT,8,1
0 days 01:35:02.217000,BOT,0 days 00:01:17.471000,25,2,,,SOFT,9,1
0 days 01:36:19.743000,BOT,0 days 00:01:17.526000,26,2,,,SOFT,10,1
0 days 01:37:37.606000,BOT,0 days 00:01:17.863000,27,2,,,SOFT,11,1
0 days 01:38:55.430000,BOT,0 days 00:01:17.824000,28,2,,,SOFT,12,1
0 days 01:40:12.672000,BOT,0 days 00:01:17.242000,29,2,,,SOFT,13,1
0 days 01:41:30.242000,BOT,0 days 00:01:17.570000,30,2,,,SOFT,14,1
0 days 01:42:49.101000,BOT,0 days 00:01:18.859000,31,2,,,SOFT,15,1
0 days 01:44:06.492000,BOT,0 days 00:01:17.391000,32,2,,,SOFT,16,1
0 days 01:45:23.637000,BOT,0 days 00:01:17.145000,33,2,,,SOFT,17,1
0 days 01:46:43.929000,BOT,0 days 00:01:20.292000,34,2,,0 days 01:46:42.341000,SOFT,18,1
0 days 01:48:21.404000,BOT,0 days 00:01:37.475000,35,3,0 days 01:47:03.388000,,MEDIUM,1,1
0 days 01:49:38.480000,BOT,0 days 00:01:17.076000,36,3,,,MEDIUM,2,1
0 days 01:50:55.485000,BOT,0 days 00:01:17.005000,37,3,,,MEDIUM,3,1
0 days 01:52:12.526000,BOT,0 days 00:01:17.041000,38,3,,,MEDIUM,4,1
0 days 01:53:29.452000,BOT,0 days 00:01:16.926000,39,3,,,MEDIUM,5,1
0 days 01:54:46.763000,BOT,0 days 00:01:17.311000,40,3,,,MEDIUM,6,1
0 days 01:56:05.697000,BOT,0 days 00:01:18.934000,41,3,,,MEDIUM,7,1
0 days 01:57:24.020000,BOT,0 days 00:01:18.323000,42,3,,,MEDIUM,8,1
0 days 01:58:42.070000,BOT,0 days 00:01:18.050000,43,3,,,MEDIUM,9,2
0 days 01:59:59.610000,BOT,0 days 00:01:17.540000,44,3,,,MEDIUM,10,2
0 days 02:01:16.741000,BOT,0 days 00:01:17.131000,45,3,,,MEDIUM,11,1
0 days 02:02:37.915000,BOT,0 days 00:01:21.174000,46,3,,,MEDIUM,12,26
0 days 02:04:21.666000,BOT,0 days 00:01:43.751000,47,3,,,MEDIUM,13,6
0 days 02:06:04.270000,BOT,0 days 00:01:42.604000,48,3,,,MEDIUM,14,67
0 days 02:07:25.585000,BOT,0 days 00:01:21.315000,49,3,,,MEDIUM,15,7
0 days 02:08:43.815000,BOT,0 days 00:01:18.230000,50,3,,,MEDIUM,16,1
0 days 02:10:00.659000,BOT,0 days 00:01:16.844000,51,3,,,MEDIUM,17,1
0 days 02:11:17.909000,BOT,0 days 00:01:17.250000,52,3,,,MEDIUM,18,1
0 days 02:12:37.408000,BOT,0 days 00:01:19.499000,53,3,,,MEDIUM,19,1
